Incident Date,Incident Time,FlightID,Aircraft,Altitude,Airport,Laser Color,Injury,City,State
27-Dec-23,0104,JBU2745,E190,2000,RSW,Green,No,Fort Myers,Florida
27-Dec-23,0000,ENY3718,E170,25000,S56,Green,No,Salt Lake City,Utah
27-Dec-23,0043,UCA4282,E145,6000,I90,Green,No,Houston,Texas
27-Dec-23,0214,JSX511,E145,3000,D10,Green,No,Dallas-Fort Worth,Texas
27-Dec-23,2349,PDT5926,E145,14000,CLT,Green,No,Charlotte,North Carolina
27-Dec-23,0308,EDV5508,CRJ9,14000,ZTL,Green,No,Hampton,Georgia
27-Dec-23,0238,EDV5215,CRJ7,13000,ZME,Green,No,Memphis,Tennessee
27-Dec-23,0250,SKW3182,CRJ7,11000,ZAU,Green,No,Aurora,Illinois
27-Dec-23,0101,AWI6056,CRJ2,6000,C90,Green,No,Elgin,Illinois
27-Dec-23,0125,AWI6168,CRJ2,8500,C90,Green,No,Elgin,Illinois
27-Dec-23,0310,N778XJ,C750,7000,IND,Green,No,Indianapolis,Indiana
27-Dec-23,0045,EJA931,C68A,5000,Y90,Green,No,Fort Wayne,Indiana
27-Dec-23,0235,BXR1523,C208,3000,NCT,Green,No,Mather,California
27-Dec-23,0241,JTZ147,C208,9000,ZME,Green,No,Memphis,Tennessee
27-Dec-23,2357,N3613U,C182,1200,LAL,Green,No,Lakeland,Florida
27-Dec-23,0259,N5130E,C172,2000,SJC,Green,No,San Jose,California
27-Dec-23,0633,N9285H,C172,5000,SCT,Green,No,San Diego,California
27-Dec-23,1645,N556ND,C172,1300,TIW,Green,No,Tacoma,Washington
27-Dec-23,0212,N18015,C150,2000,S56,Green,No,Salt Lake City,Utah
27-Dec-23,0209,DAL2263,BCS1,5000,BOI,Green,No,Boise,Idaho
27-Dec-23,0318,FDX1372,B757,30000,ZME,Green,No,Memphis,Tennessee
27-Dec-23,2205,UAL1499,B752,2000,BOS,Green,No,Boston,Massachusetts
27-Dec-23,0240,ASA655,B739,9500,ABQ,Green,No,Albuquerque,New Mexico
27-Dec-23,0443,ASA732,B739,25000,ZAB,Green,No,Albuquerque,New Mexico
27-Dec-23,0747,ASA26,B739,2000,S46,Green,No,Burien,Washington
27-Dec-23,0310,UAL1564,B738,11000,C90,Green,No,Elgin,Illinois
27-Dec-23,0247,WJA1515,B738,1000,LAX,Green,No,Los Angeles,California
27-Dec-23,0326,UAL625,B738,5000,I90,Green,No,Houston,Texas
27-Dec-23,0020,UAL524,B737,6000,I90,Green,No,Houston,Texas
27-Dec-23,0242,AAL1996,B737,35000,ZAB,Green,No,Albuquerque,New Mexico
27-Dec-23,0252,SKW2400,B737,10000,SBN,Green,No,South Bend,Indiana
27-Dec-23,0558,SWA2624,B737,4500,NCT,Green,No,Mather,California
27-Dec-23,0850,SWA2888,B737,20000,ZHU,Green,No,Houston,Texas
27-Dec-23,0910,SWA9030,B737,5500,RNO,Green,No,Reno,Nevada
27-Dec-23,0250,SWA3443,B737,4000,RSW,Green,No,Fort Myers,Florida
27-Dec-23,0423,NKS1099,A319,2000,RSW,Green,No,Fort Myers,Florida
27-Dec-23,0620,DAL867,A21N,30000,ZAB,Green,No,Albuquerque,New Mexico
27-Dec-23,0300,NKS1807,A20N,16800,ZOA,Green,No,Fremont,California
27-Dec-23,0401,FFT1449,A20N,22100,ZTL,Green,No,Hampton,Georgia
28-Dec-23,0017,N930DG,SR22,2900,IND,Green,No,Indianapolis,Indiana
28-Dec-23,0230,VAR407,SR20,5000,L30,Green,No,Las Vegas,Nevada
28-Dec-23,0209,N698FL,PA28,5500,FFZ,Green,No,Mesa,Arizona
28-Dec-23,0019,FDX105,MD11,6000,M03,Green,No,Memphis,Tennessee
28-Dec-23,0523,FDX1612,MD11,13000,IND,Green,No,Indianapolis,Indiana
28-Dec-23,0120,CYO404,LJ60,6300,SLC,Green,No,Salt Lake City,Utah
28-Dec-23,2347,CNTY3,HELO,500,BWI,Green,No,Baltimore,Maryland
28-Dec-23,0214,EJM19,GLF5,2400,STP,Green,No,St Paul,Minnesota
28-Dec-23,0225,POL2,EC35,2000,SAT,Green,No,San Antonio,Texas
28-Dec-23,0250,SKW3933,E75L,6200,SLC,Green,No,Salt Lake City,Utah
28-Dec-23,0252,SKW3791,E75L,4000,OKC,Green,No,Oklahoma City,Oklahoma
28-Dec-23,0320,SKW3466,E75L,3000,SCT,Green,No,San Diego,California
28-Dec-23,0320,LXJ388,E55P,3000,SCT,Green,No,San Diego,California
28-Dec-23,0305,PDT5740,E145,6400,CLT,Green,No,Charlotte,North Carolina
28-Dec-23,0100,EDV5281,CRJ9,11000,A80,Green,No,Peachtree City,Georgia
28-Dec-23,0200,GJS4392,CRJ7,2000,ALB,Green,No,Albuquerque,New York
28-Dec-23,0330,SKY3252,CRJ7,7000,U90,Green,No,Tucson,Arizona
28-Dec-23,0222,N561CC,C560,3000,NCT,Green,No,Mather,California
28-Dec-23,0224,N733ZY,C172,1000,FUL,Green,No,Fullerton,California
28-Dec-23,0237,N53716,C172,900,SCT,Green,No,San Diego,California
28-Dec-23,0300,BMJ1806,BE65,11000,COS,Green,No,Colorado Springs,Colorado
28-Dec-23,0019,N927AW,BE36,4500,ZME,Green,No,Memphis,Tennessee
28-Dec-23,0301,DAL2812,BCS3,6200,SJC,Green,No,San Jose,California
28-Dec-23,0417,FDX1249,B763,5000,M03,Green,No,Memphis,Tennessee
28-Dec-23,0415,UPS1307,B763,23000,ZTL,Green,No,Hampton,Georgia
28-Dec-23,0410,FDX373,B752,5000,M03,Green,No,Memphis,Tennessee
28-Dec-23,0426,FDX1818,B752,6000,NCT,Green,No,Mather,California
28-Dec-23,0455,FDX1481,B752,17000,ZJX,Green,No,Hillard,Florida
28-Dec-23,0510,UAL1475,B739,27000,ZFW,Green,No,Fort Worth,Texas
28-Dec-23,0357,SWA1320,B738,12500,NCT,Green,No,Mather,California
28-Dec-23,0116,AAL2901,B737,8000,D10,Green,No,Dallas-Fort Worth,Texas
28-Dec-23,0220,SWA2406,B737,21000,ZAB,Green,No,Albuquerque,New Mexico
28-Dec-23,0445,ASA1111,B737,18000,ZSE,Green,No,Auburn,Washington
28-Dec-23,0211,DAL1275,B712,27000,ZTL,Green,No,Hampton,Georgia
28-Dec-23,0242,DAL2639,B712,12000,A80,Green,No,Peachtree City,Georgia
28-Dec-23,0440,PD2,AS50,600,ABQ,Green,No,Albuquerque,New Mexico
28-Dec-23,0300,DAL1017,A321,10000,P50,Green,No,Phoenix,Arizona
28-Dec-23,0206,AAY4751,A320,4000,CVG,Green,No,Covington,Kentucky
28-Dec-23,2319,AAL1722,A319,10500,CLT,Green,No,Charlotte,North Carolina
28-Dec-23,1205,AAL673,A21N,2500,PHX,Green,No,Phoenix,Arizona
29-Dec-23,0320,TRF544,P28A,2500,D10,Green,No,Dallas-Fort Worth,Texas
29-Dec-23,0114,N384X,MAUL,1000,SBP,Green,No,San Luis Obispo,California
29-Dec-23,2139,N600CK,GLF4,700,SJU,Green,No,San Juan,Puerto Rico
29-Dec-23,0412,N1SF,GA6C,7000,I90,Green,No,Houston,Texas
29-Dec-23,0041,N54MH,F2TH,300,OPF,Red,No,Miami,Florida
29-Dec-23,0359,POL2,EC35,1500,SAT,Green,No,San Antonio,Texas
29-Dec-23,0339,SKW3307,E75L,2000,SEA,Green,No,Seattle,Washington
29-Dec-23,0353,SKW5370,E75L,4500,NCT,Green,No,Mather,California
29-Dec-23,0432,SKW4858,E75L,29000,ZAB,Green,No,Albuquerque,New Mexico
29-Dec-23,0305,ENY3391,E170,10000,BTR,Green,No,Baton Rouge,Louisiana
29-Dec-23,2357,AWI6078,CRJ2,8000,MSN,Blue,No,Madison,Wisconsin
29-Dec-23,0330,SIS522,CL35,11000,U90,Green,No,Tucson,Arizona
29-Dec-23,2322,EJA765,CL35,21000,ZMA,Green,No,Melbourne,Florida
29-Dec-23,0039,N800RS,C56X,4000,MIA,Green,No,Miami,Florida
29-Dec-23,0128,JRE751,C25B,3000,SAT,Green,No,San Antonio,Texas
29-Dec-23,0220,BVN7283,C208,3000,SAT,Green,No,San Antonio,Texas
29-Dec-23,0223,N735CW,C182,1800,POC,Green,No,La Verne,California
29-Dec-23,0133,N516NG,C172,3000,SCT,Green,No,San Diego,California
29-Dec-23,0211,N733ZY,C172,500,FUL,Green,No,Fullerton,California
29-Dec-23,0340,N326ME,C172,1000,BFI,Green,No,Seattle,Washington
29-Dec-23,0231,AAL2941,B73M,38000,ZAB,Green,No,Albuquerque,New Mexico
29-Dec-23,0300,ASA339,B739,8000,S46,Green,No,Burien,Washington
29-Dec-23,0458,ASA491,B739,12000,SEA,Green,No,Seattle,Washington
29-Dec-23,0540,AAL639,B738,3800,TUS,Green,No,Tucson,Arizona
29-Dec-23,1657,ASA188,B737,16000,ZAN,Green,No,Anchorage,Alaska
29-Dec-23,0403,UAL1752,B39M,12000,ABQ,Green,No,Albuquerque,New Mexico
29-Dec-23,0230,PHL,ATL,18000,ZTL,Green,No,Hampton,Georgia
29-Dec-23,0309,PD2,AS50,6500,ABQ,Green,No,Albuquerque,New Mexico
29-Dec-23,0130,JBU1700,A321,1000,FLL,Green,No,Fort Lauderdale,Florida
29-Dec-23,0215,DAL1719,A321,11000,P50,Green,No,Phoenix,Arizona
29-Dec-23,0220,DAL622,A321,12000,ZHU,Green,No,Houston,Texas
29-Dec-23,0450,NKS473,A320,34000,ZAB,Green,No,Albuquerque,New Mexico
29-Dec-23,0546,JBU1289,A320,1500,SJU,Green,No,San Juan,Puerto Rico
29-Dec-23,0351,DAL2372,A319,23000,ZTL,Green,No,Hampton,Georgia
30-Dec-23,0123,N288TS,SR20,4500,SAT,Blue,No,San Antonio,Texas
30-Dec-23,0709,SNC380,SH36,3000,ZSU,Green,No,San Juan,Puerto Rico
30-Dec-23,0307,N456AJ,R66,6700,COS,Green,No,Colorado Springs,Colorado
30-Dec-23,0230,VIEW01,R44,2800,GTB,Green,No,Fort Drum,New York
30-Dec-23,0043,N342FG,P28A,10500,COS,Green,No,Colorado Springs,Colorado
30-Dec-23,0518,N331JA,LJ31,3700,ZME,Blue,No,Memphis,Tennessee
30-Dec-23,0116,N38BL,HELO,800,JFK,Green,No,New York,New York
30-Dec-23,0414,HPD79F,HELO,800,HOU,Green,No,Houston,Texas
30-Dec-23,0800,STAR7,HELO,7500,S56,Green,No,Salt Lake City,Utah
30-Dec-23,1056,PHI53,HELO,6000,ABQ,Green,No,Albuquerque,New Mexico
30-Dec-23,0420,POL2,EC35,2000,SKF,Green,No,San Antonio,Texas
30-Dec-23,0225,SKW4859,E75L,600,P50,Blue,No,Phoenix,Arizona
30-Dec-23,0245,QXE2096,E75L,9000,S46,Blue,No,Burien,Washington
30-Dec-23,0518,SKW3393,E75L,14000,ZSE,Green,No,Auburn,Washington
30-Dec-23,0310,SKW3246,E75L,6000,P50,Blue,No,Phoenix,Arizona
30-Dec-23,0435,ENY3865,E170,11000,ZHU,Green,No,Houston,Texas
30-Dec-23,2353,ENY3605,E170,1700,ZJX,Green,No,Hillard,Florida
30-Dec-23,0011,JIA5643,CRJ9,8000,CLT,Green,No,Charlotte,North Carolina
30-Dec-23,0231,GJS4468,CRJ7,13000,ZDC,Green,No,Leesburg,Virginia
30-Dec-23,0205,PFT103,C56X,5000,L30,Green,No,Las Vegas,Nevada
30-Dec-23,0129,BXR1523,C208,3500,NCT,Green,No,Mather,California
30-Dec-23,2350,FDY459,C208,8000,ZME,Green,No,Memphis,Tennessee
30-Dec-23,0510,SMKY4,C206,2500,TCM,Green,No,Tacoma,Washington
30-Dec-23,0154,N1182A,C182,8500,BFL,Multiple Green,No,Bakersfield,California
30-Dec-23,0520,N1182A,C182,4500,ZOA,Green,No,Fremont,California
30-Dec-23,0006,N734WS,C172,2100,RDG,Green,No,Reading,Pennsylvania
30-Dec-23,0125,N579WG,C172,7200,BJC,Green,No,Denver,Colorado
30-Dec-23,0240,N1094F,C172,8300,COS,Green,No,Colorado Springs,Colorado
30-Dec-23,0155,GTI3852,B763,4000,TPA,Green,No,Tampa,Florida
30-Dec-23,0138,DAL1057,B757,35000,ZTL,Green,No,Hampton,Georgia
30-Dec-23,0142,DAL1057,B752,39000,ZJX,Green,No,Hillard,Florida
30-Dec-23,0325,CKS9708,B744,39000,ZAU,Green,No,Aurora,Illinois
30-Dec-23,0327,DAL1927,B739,500,BOS,Green,No,Boston,Massachusetts
30-Dec-23,0107,SWA3054,B737,4000,I90,Green,No,Houston,Texas
30-Dec-23,0116,DAL1303,B717,31000,ZAU,Green,No,Aurora,Illinois
30-Dec-23,0218,SWA2150,B38M,5000,D10,Green,No,Dallas-Fort Worth,Texas
30-Dec-23,0342,SWA1089,B38M,3900,MSY,Blue,No,New Orleans,Louisiana
30-Dec-23,0221,AAL1643,A321,7000,CLT,Green,No,Charlotte,North Carolina
30-Dec-23,0509,FFT2359,A321,15000,ZHU,Blue,No,Houston,Texas
30-Dec-23,0410,AAL1521,A319,9000,P50,Green,No,Phoenix,Arizona
30-Dec-23,1200,UAL1261,A319,7000,C90,Green,No,Elgin,Illinois
31-Dec-23,0555,DPS2,HELO,1500,DAL,Green,No,Dallas ,Texas
31-Dec-23,0108,SKW4024,E75S,4000,TUS,Green,No,Tucson,Arizona
31-Dec-23,0149,SKW3900,E75L,1200,SJC,Green,No,San Jose,California
31-Dec-23,0129,SKW3414,E75L,15000,ZOA,Green,No,Fremont,California
31-Dec-23,0243,SKW5610,E75L,10000,PCT,Green,No,Warrenton,Virginia
31-Dec-23,1357,SKW3813,E75L,12000,S56,Green,No,Salt Lake City,Utah
31-Dec-23,0140,SKW3426,E175,900,SNA,Green,No,Santa Ana,California
31-Dec-23,0232,ENY3705,E170,3700,ABI,Green,No,Abilene,Texas
31-Dec-23,0424,JIA5588,CRJ9,6500,ZTL,Green,No,Hampton,Georgia
31-Dec-23,0422,EJA515,C68A,8000,SCT,Green,No,San Diego,California
31-Dec-23,0047,N126RF,C208,4000,FMY,Green,No,Fort Myers,Florida
31-Dec-23,0012,N734UZ,C172,1200,SBP,Green,No,San Luis Obispo,California
31-Dec-23,0130,N465ER,C172,1000,S46,Unk,No,Burien,Washington
31-Dec-23,0118,N828FG,C172,700,PHL,Green,No,Philadelphia,Pennsylvania
31-Dec-23,0202,SCA35,C172,3700,TUS,Green,No,Tucson,Arizona
31-Dec-23,0955,N207P,BE9L,10000,ZFW,Green,No,Fort Worth,Texas
31-Dec-23,0139,DAL888,B739,32000,ZME,Green,No,Memphis,Tennessee
31-Dec-23,0104,WJA1172,B738,2000,RSW,Green,No,Fort Myers,Florida
31-Dec-23,0154,AAL1339,B738,36000,ZKC,Green,No,Olathe,Kansas
31-Dec-23,0205,SWA2234,B738,23000,ZKC,Green,No,Olathe,Kansas
31-Dec-23,0234,SWA823,B738,28000,ZHU,Green,No,Houston,Texas
31-Dec-23,0323,DAL2959,B738,28800,ZTL,Green,No,Hampton,Georgia
31-Dec-23,0545,SWA3432,B738,14000,S56,Green,No,Salt Lake City,Utah
31-Dec-23,0002,SWA2380,B737,12000,MSY,Green,No,New Orleans,Louisiana
31-Dec-23,0110,SWA1140,B737,18000,ZKC,Green,No,Olathe,Kansas
31-Dec-23,0140,WJA1922,B737,29000,ZAB,Green,No,Albuquerque,New Mexico
31-Dec-23,0402,SWA2382,B737,2200,BUR,Green,No,Burbank,California
31-Dec-23,0647,SWA3699,B737,11000,ZSE,Blue,No,Auburn,Washington
31-Dec-23,1206,SWA1951,B737,10000,BNA,Green,No,Nashville,Tennessee
31-Dec-23,2337,SWA2026,B737,13000,ZTL,Green,No,Hampton,Georgia
31-Dec-23,0004,AAL1776,A321,9000,PHL,Green,No,Philadelphia,Pennsylvania
31-Dec-23,0354,DAL805,A321,19700,ZTL,Green,No,Hampton,Georgia
31-Dec-23,0651,DAL1505,A321,22000,ZAB,Green,No,Albuquerque,New Mexico
31-Dec-23,0000,DAL1478,A320,14000,ZTL,Green,No,Hampton,Georgia
31-Dec-23,0103,FFT4990,A320,13000,D01,Green,No,Denver,Colorado
31-Dec-23,0145,FFT2828,A320,3000,RSW,Green,No,Fort Myers,Florida
31-Dec-23,0330,DAL2073,A319,17000,ZDC,Green,No,Leesburg,Virginia
31-Dec-23,0452,FFT3483,A20N,4500,P50,Green,No,Phoenix,Arizona
